Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract,RIS URL,Abstract Fetch Status,HTTP Status
JailFact-Bench: A Comprehensive Analysis of Jailbreak Attacks vs. Hallucinations in&#xa0;LLMs,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01823-6_2,Sanjana NambiarChristina Pöpper,2026,https://link.springer.com/chapter/10.1007/978-3-032-01823-6_2,Conference paper,"Large Language Models (LLMs) have revolutionized natural language processing, powering applications from virtual assistants to content generation. Despite their impressive capabilities, these models remain susceptible to jailbreak attacks through adversarial prompts. While previous research has primarily focused on the security implications of jailbreak prompts, the factual accuracy and real-world applicability of these outputs remain underexplored. This paper introduces and utilizes the JailFact-Bench dataset to investigate the factual precision and toxicity of responses generated by jailbreak prompts as compared to semantically similar, non-adversarial factuality prompts. Employing this rigorously curated dataset, we analyze the responses to five prompt-based manipulation attacks: low-resource, Base64 encoding, Caesar cipher, CipherChat, and ASCII art attack. Our comparative analysis reveals that although jailbreak prompts can circumvent safety filters, they frequently lead to outputs with substantial semantic drift and elevated risks of factual inaccuracies. These findings challenge the prevailing assumption that jailbreak outputs are primarily harmful due to their toxicity, underscoring the necessity for semantic and factual integrity in evaluating the impact of adversarial attacks on LLMs. The study emphasizes the need for robust alignment techniques that ensure the safety and reliability of LLM outputs, advocating for comprehensive mitigation strategies that address not only explicit toxicity but also factual and semantic consistency.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-01823-6_2?format=refman&flavour=citation,downloaded_abstract_ok,200
PIDRCMPP: Rapid Multi-Strategy Hierarchical Jailbreak Attacks on LLMs,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-96-9994-0_8,Jinyang WangShuai ZhangChang LiuTiehan CuiYanxu MaoDatao You,2025,https://link.springer.com/chapter/10.1007/978-981-96-9994-0_8,Conference paper,"With the widespread application of LLMs in NLP tasks, their security issues have gradually become a focal point of research. Although various defense mechanisms, such as alignment techniques and content filtering, have been employed to prevent models from generating harmful content, LLMs remain vulnerable to security threats like jailbreaking attacks and prompt injection. To further explore the potential vulnerabilities of LLMs and advance adver-sarial research, we propose a novel automated jailbreaking attack method: PIDRCMPP, which combines Pre-Interference (PI), Disguise Reconstruction (DR), Conceal Manipulation (CM), and Program Penetration (PP) strategies to enhance the stealth and success rate of attacks. PI reduces the model’s sensi-tivity to dangerous inputs by stacking multiple instructions in advance. DR utilizes Word Reconstruction and Sentence Reconstruction strategies to by-pass security detection. CM utilizes parallel Simplification and Reverse Guidance to further enhance the stealth of the attack without reducing the toxicity of the prompt. PP exploits the characteristic of LLMs being less sen-sitive to harmful content during program comprehension, guiding them to generate inappropriate content when producing program outputs. The exper-imental results demonstrate that PIDRCMPP exhibits advanced attack success rates and the shortest time overhead across multiple mainstream LLMs.",https://citation-needed.springer.com/v2/references/10.1007/978-981-96-9994-0_8?format=refman&flavour=citation,downloaded_abstract_ok,200
Quantifying the efficacy of scenario based jailbreaks on Llama using HarmBench and LLM-as-a-judge,Discover Artificial Intelligence,,,,10.1007/s44163-026-01816-w,Saklain AbdullahRiad HossainMahfuzulhoq Chowdhury,2026,https://link.springer.com/article/10.1007/s44163-026-01816-w,Article,"While alignment techniques like RLHF and DPO protect large language models from direct malicious prompts, these systems remain susceptible to nuanced adversarial environments. In this study, these vulnerabilities are examined by benchmarking Llama-3.1-8B-Instruct against a baseline model, Gemma-2-9B-IT, and evaluating the models’ resistance to the contextual jailbreak attack type, in which an untrustworthy context is placed before a benign prompt. With the exhaustive HarmBench contextual dataset ($$N = 100$$) and a rigorously human validated LLM-as-a-judge (GPT-4o-mini, Cohen’s $$\kappa = 0.843$$), our red teaming pipeline found that Llama achieved an overall Attack Success Rate (ASR) of 22.0%, while Gemma had an ASR of only 8.0%. Strength was highly inconsistent across the domains ranging from perfect when it came to overt threats such as harassment and harmful requests (0.0% ASR) to vulnerable in the cases of cybercrime (37.04% ASR) and misinformation (22.58% ASR). This is in line with a dual-use alignment conflict hypothesis, where more helpfulness signals are promoted than semantic safety filters. The conclusions made in this study indicate that context-aware alignment strategies are crucial to address structurally disguised threats.",https://citation-needed.springer.com/v2/references/10.1007/s44163-026-01816-w?format=refman&flavour=citation,downloaded_abstract_ok,200
AB jailbreaking - a novel hybrid framework for exploitation of adversarial vulnerabilities in LLMs,Scientific Reports,,,,10.1038/s41598-026-44403-w,Abrar AhmadMehwish NaseerUsman QamarMonther Alfuraidan,2026,https://link.springer.com/article/10.1038/s41598-026-44403-w,Article,"Large language models (LLMs) have advanced rapidly but remain vulnerable to adversarial “jailbreaking” attacks that elicit harmful or disallowed outputs. We propose AB-JB, a three-stage hybrid jailbreak framework that combines black-box semantic adversarial prompt variant generation with a compact, regularised embedding-level suffix optimiser that discretises to legal tokens. AB-JB first uses an attacker LLM to produce multiple semantically diverse adversarial variants for each harmful behaviour and a judge LLM to score and filter these variants into a high-quality candidate pool. It then performs suffix-only embedding optimization with $$\ell _2$$regularization, per-iteration nearest-neighbour projection, and a strict iteration cap to obtain valid adversarial token suffixes under a bounded computational budget. We evaluate AB-JB on four adversarial benchmarks (AdvBench, HarmBench, JailbreakBench, Malicious-Instruct) against five popular 7B-parameter models (Llama2, Falcon, Vicuna, Mistral, MPT). Across these settings, AB-JB achieves an average of 93% dataset-level attack success rate (ASR-DS), while per-variant success (ASR-APV) averages 55.7%. On Malicious-Instruct we observe near-complete dataset success (99% ASR-DS), which we attribute to using a larger commercial model (Gemini 2.5 Flash) as the attacker when generating variants for this dataset. Compared with token-level gradient attacks, prompt-level search, and soft-prompt methods, our experiments indicate that AB-JB offers a practical compromise between attack success, cross-model performance across 7B-scale models, and compute efficiency, enabled by judge-guided variant selection and a 22-iteration suffix optimization cap. These results underline persistent alignment gaps and motivate adversarially informed defences. The present study is limited to 7B open-weight models and assumes white-box access for the suffix optimization stage.",https://citation-needed.springer.com/v2/references/10.1038/s41598-026-44403-w?format=refman&flavour=citation,downloaded_abstract_ok,200
Progressive Induction-Aware Optimization for LLMs Safety Under Multi-turn Jailbreaks,Machine Learning,,,,10.1007/s10994-026-07067-1,Sijia JingHongye CaoBoyan WangJing HuoYang Gao,2026,https://link.springer.com/article/10.1007/s10994-026-07067-1,Article,"With the rapid development of large language models (LLMs), model safety has been a critical concern in key domains such as the humanities, math, and education. Existing safety alignment methods that rely on supervised fine-tuning or preference optimization are generally effective against single-turn jailbreak attacks. However, they remain vulnerable to multi-turn jailbreaks that accumulate inductive risk across dialogue turns and progressively erode safety constraints. To address this limitation, we propose Progressive Induction-Aware Representation Separation (PIARS), a novel optimization framework that explicitly quantifies and mitigates inductive risks under multi-turn jailbreaks. PIARS first introduces an induction degree that measures how risk accumulates across turns. This degree is integrated into a multi-turn safety objective that enforces representation separation between safe and unsafe dialogue states, improving discriminative ability against contextual drifts. To ensure that this separation remains both effective and practical, PIARS augments the objective with auxiliary constraints for safety boundaries and utility preservation. Notably, we progressively adjust the multi-objective weights to achieve balance between safety and utility during the optimization process. Extensive experiments on several widely used LLMs demonstrate that PIARS achieves a superior defense against multi-turn jailbreaks, reducing attack success rates by over 50% on average compared to strong baselines, while simultaneously lowering over-refusal and preserving model utility. Our code is available at: https://github.com/jsj2024/PIARS.",https://citation-needed.springer.com/v2/references/10.1007/s10994-026-07067-1?format=refman&flavour=citation,downloaded_abstract_ok,200
Quantifying modality imbalance and visual jailbreak robustness in LLaVA via projected gradient descent,Discover Applied Sciences,,,,10.1007/s42452-026-08793-w,Saklain AbdullahRiad HossainMahfuzulhoq Chowdhury,2026,https://link.springer.com/article/10.1007/s42452-026-08793-w,Article,"While Large Vision Language Models (LVLMs) exhibit remarkable capabilities, their visual modality introduces a critical attack surface that can bypass text only safety alignments. This paper evaluates the vulnerability of LLaVA-1.5 to targeted adversarial visual prompts designed to induce malicious compliance. Using a Projected Gradient Descent (PGD) attack on the MM-SafetyBench dataset, we evaluate 1000 samples across five high risk categories. To eliminate false positives caused by superficial compliance, we apply a rigorous metric that strictly demands sustained, direct compliance without late stage refusals. Our results demonstrate that imperceptible visual perturbations effectively hijack safety guardrails, achieving Attack Success Rates (ASR) of 95% to 100% across all categories at perturbation budgets of $$\epsilon \ge 8/255$$. Furthermore, analysis of the Modality Gap ($$\Delta _{\text {MG}}$$) reveals that adversarial visual embeddings overpower textual safety constraints, forcing a malicious multimodal alignment. These findings underscore the inadequacy of current unimodal safety fine tuning and highlight the urgent need for robust, multimodal specific defense mechanisms.",https://citation-needed.springer.com/v2/references/10.1007/s42452-026-08793-w?format=refman&flavour=citation,downloaded_abstract_ok,200
Detecting Jailbreaking Prompts: an Anti-Persuasion Filter Framework,Advances in Social Networks Analysis and Mining,,,,10.1007/978-3-031-85240-4_14,Giuseppe FenzaMariacristina GalloVincenzo LoiaAlessandro NicolosiClaudio Stanzione,2026,https://link.springer.com/chapter/10.1007/978-3-031-85240-4_14,Conference paper,"In recent years, significant advancements in Generative Artificial Intelligence (GenAI) have resulted in an expansion of its applications and an increased susceptibility to cyber-attacks. These attacks can bypass ethical guidelines and integrated protections, posing a significant threat to cybersecurity and information integrity, such as prompt injections aiming to produce and spread misinformation. To develop robust cybersecurity solutions, it is essential to understand the vulnerabilities of GenAI and analyze the characteristics of potential attacks. This manuscript proposes a mechanism for identifying jailbreaking prompts for manipulating Large Language Models (LLMs). The designed process involves the interaction between an LLM Attacker and an LLM Victim. LLM Attacker generates potential jailbreaking prompts to induce the LLM Victim to generate unethical content. The prompts and their corresponding persuasion success are collected during their interaction. In this way, a new synthetic dataset of 3000 prompts has been constructed. Such a dataset is exploited to train a new model for detecting hidden persuasion in prompts that can induce an LLM to produce deviating content. This new model, assisted by algorithms for eXaplainable Artificial Intelligence (xAI), works as an anti-persuasion filter interposed between the input prompt and the victim model. It identifies attempts to mislead LLM and tries to neutralize them by modifying words recognized as crucial by xAI algorithms like SHAP and LIME. Experimentation reveals that adopting SHAP and removing the first ten most important words in the original prompt allows for neutralizing $$80\%$$80%of persuasive prompts.",https://citation-needed.springer.com/v2/references/10.1007/978-3-031-85240-4_14?format=refman&flavour=citation,downloaded_abstract_ok,200
Responding to Jailbreaking in Enterprise LLMs,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_8,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_8,Chapter,"Keeping up with attackers' sophisticated ploys and updating our defense strategies is a never-ending game in the world of LLMs. Even with red teamers building resiliency into the model, attackers always slip through cracks and find new ways to exploit. No enterprise can eliminate the possibility of jailbreaks completely. Jailbreak attempts that fail today may succeed another day. The question is, how can organizations respond? This is the focus of this chapter.",https://citation-needed.springer.com/v2/references/10.1007/979-8-8688-2958-1_8?format=refman&flavour=citation,downloaded_abstract_ok,200
Strategies for Safeguarding Against Jailbreak Attempts,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_6,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_6,Chapter,"Attackers always look for weaknesses to exploit, and every such exploit also highlights an opportunity for a defense. Their methods can be surprisingly effective, and in many cases, if you pay attention, they also show you where your defenses are weak. In most cases, safeguarding against jailbreaking attempts involves having multiple layers of protection all working together cohesively.",https://citation-needed.springer.com/v2/references/10.1007/979-8-8688-2958-1_6?format=refman&flavour=citation,downloaded_abstract_ok,200
An In-depth Analysis of&#xa0;Jailbreaking Through Domain Characterization of&#xa0;LLM Training Sets,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-031-74186-9_10,Carlos Peláez-GonzálezAndrés Herrera-PoyatosFrancisco Herrera-Triguero,2025,https://link.springer.com/chapter/10.1007/978-3-031-74186-9_10,Conference paper,"Research on large language models (LLMs) is a prominent field in open-world machine learning. Despite their significant capabilities in natural language processing, LLMs face several challenges that must be overcome, namely, consistency, hallucinations and jailbreaking. In this work we focus on the latter. Jailbreak attacks involve crafting prompts designed to bypass the model alignment safeguards of LLMs, leading to harmful outputs that compromise the safety of the LLM model.",https://citation-needed.springer.com/v2/references/10.1007/978-3-031-74186-9_10?format=refman&flavour=citation,downloaded_abstract_ok,200
T2VShield: Model-Agnostic Jailbreak Defense for Text-to-Video Models,International Journal of Computer Vision,,,,10.1007/s11263-025-02724-9,Siyuan LiangJiayang LiuJiecheng ZhaiTianmeng FangRongcheng TuAishan LiuXiaochun CaoDacheng Tao,2026,https://link.springer.com/article/10.1007/s11263-025-02724-9,Article,"The rapid advancement of generative artificial intelligence has positioned text-to-video (T2V) models as essential components for building future multimodal world simulators. However, current T2V systems remain highly susceptible to jailbreak attacks, where carefully crafted prompts circumvent safety mechanisms and induce the generation of harmful or unsafe content. Such vulnerabilities severely undermine the reliability and security of simulation-driven applications. In this work, we present T2VShield, a comprehensive and model-agnostic defense framework designed to safeguard T2V models against jailbreak attacks. Our approach first systematically examines the three critical stages of T2V security (i.e., input, model, and output stages) and reveals inherent limitations in existing defenses, including (i) prompt structures that exploit semantic ambiguities, (ii) the challenge of detecting malicious content in high-dimensional and temporally dynamic outputs, and (iii) the rigidity of model-centric mitigation strategies. Based on the observations, T2VShield integrates an input rewriting mechanism based on Chain-of-Thought (CoT) reasoning and multimodal GraphRAG retrieval, enabling semantic sanitization of malicious prompts at the input level. Additionally, we introduce a multi-scope output detection module to capture both local anomalies and global inconsistencies from multi-timescale slicing and multimodal feature fusion, ensuring robust, time-aware defense. Crucially, T2VShield is plug-and-play, requiring no access to internal model parameters and supporting both open- and closed-source T2V systems. Extensive evaluations across two open-source and three commercial T2V platforms show that T2VShield reduces jailbreak success rates by up to 35% compared to state-of-the-art baselines. Furthermore, we design a human-centered audiovisual evaluation protocol to assess perceptual safety, highlighting the critical role of visual defense in enhancing the trustworthiness of next-generation multimodal simulators. Our code can be found at https://anonymous.4open.science/r/ICJV2025-A818/.",https://citation-needed.springer.com/v2/references/10.1007/s11263-025-02724-9?format=refman&flavour=citation,downloaded_abstract_ok,200
Unveiling Vulnerabilities in&#xa0;Large Vision-Language Models: The SAVJ Jailbreak Approach,Artificial Neural Networks and Machine Learning – ICANN 2024,,,,10.1007/978-3-031-72344-5_28,Gang ZhangXiaowei FanJingquan FangYanna SunXiayang ShiChunyang Lu,2024,https://link.springer.com/chapter/10.1007/978-3-031-72344-5_28,Conference paper,"The advent of VLMs has pushed the boundaries of artificial intelligence security, building on the capabilities of large language models (LLMs). While VLMs excel at processing visual information, their security matching has remained underexplored, particularly with respect to relying on the matching performance of the underlying LLMs. This paper introduces SAVJ, a novel and efficient adversarial attack scheme specifically designed for VLMs. By transforming harmful content into images and using strategically crafted text, this method bypasses the security alignment of LLMs and tricks VLMs into generating responses that violate AI security policies. We conducted extensive experiments using two open-source VLM sets, LLaVa-v1.5 and MiniGPT, and evaluated the method’s effectiveness against 500 malicious queries across 10 topics. SAVJ demonstrated an impressive success rate of over 80%, maintaining high adversarial effectiveness even with varying model generation parameters and lower quality attack images. Importantly, the simplicity of our method exposes significant security vulnerabilities in current VLMs, where potential misuse could lead to severe consequences. This underscores the urgent need for more security-focused research to safeguard VLMs against exploitation.",https://citation-needed.springer.com/v2/references/10.1007/978-3-031-72344-5_28?format=refman&flavour=citation,downloaded_abstract_ok,200
Robustness of&#xa0;Modern LLMs Against Jailbreaking in&#xa0;Cybersecurity-Related Use Cases,"Security and Information Technologies with AI, Internet Computing and Big-Data Applications",,,,10.1007/978-3-032-24063-7_19,Christiane MaellerFilip StenforsMahmoud RahatOlga Torstensson,2026,https://link.springer.com/chapter/10.1007/978-3-032-24063-7_19,Conference paper,"This paper evaluates three popular LLMs, GPT-4o, DeepSeek-V3, and Mistral’s Le Chat, tested with prompts designed to trigger cybersecurity-related misuse, such as malware creation and distribution. Despite ethical safeguards, all models responded to some restricted requests, with DeepSeek-V3 being the most vulnerable to role-play jailbreaks. Most harmful outputs were low risk, but several produced actionable cybersecurity threats with weak ethical disclaimers, revealing real misuse risks. The study highlights the need for improved pattern recognition, stricter context enforcement, and responsible access controls to reduce LLM exploitation in malicious cyber activities. Until these issues are addressed, jailbreaking remains a persistent threat that requires proactive mitigation.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-24063-7_19?format=refman&flavour=citation,downloaded_abstract_ok,200
Small but&#xa0;Dangerous: Evaluating and&#xa0;Mitigating Jailbreak Vulnerabilities in&#xa0;Small Language Models,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,10.1007/978-3-032-19099-4_35,Leonardo PianoClaudia BattistinJeriek Van den AbeeleLivio Pompianu,2026,https://link.springer.com/chapter/10.1007/978-3-032-19099-4_35,Conference paper,"Small language models (SLMs) are gaining traction as attractive alternatives to large-scale LLMs due to their low computational cost, suitability for on-device inference, and reduced environmental footprint. As efforts intensify to compress and distill powerful language capabilities into smaller architectures, SLMs are increasingly deployed in edge devices, embedded systems, and offline applications. However, the safety and alignment properties of these models remain underexplored. In this work, we identify and characterise a critical blind spot: the misalignment of SLMs and their vulnerability to unsafe behaviour and jailbreak attacks. We introduce a two-phase evaluation pipeline: first, we test a suite of direct malicious prompts against a range of SLMs; secondly, we apply more sophisticated, tailored jailbreak attacks typically used to circumvent the safety filters of larger, more aligned models. Notably, some SLMs that initially appear safe under naive testing, turn out to be highly susceptible to jailbreak prompts—revealing a discrepancy between perceived and actual safety. To address this, we propose a lightweight mitigation strategy tailored for resource-constrained models, capable of intercepting jailbreak attempts at inference time without requiring retraining. Our findings underscore the urgent need to extend safety auditing, evaluation benchmarks, and mitigation strategies to the rapidly growing class of small-scale language models.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-19099-4_35?format=refman&flavour=citation,downloaded_abstract_ok,200
Preventing Jailbreak Prompts as Malicious Tools for Cybercriminals: A Cyber Defense Perspective,"Technology Management for Intelligent, Open and Responsible Organizations and Ecosystems",,,,10.1007/978-3-032-23124-6_10,Jean Marie TshimulaXavier NdonaD’Jeff K. NkashamaPierre-Martin TardifFroduald KabanzaMarc FrappierShengrui Wang,2026,https://link.springer.com/chapter/10.1007/978-3-032-23124-6_10,Conference paper,"Jailbreak prompts pose a significant threat in AI and cybersecurity, as they are crafted to bypass ethical safeguards in large language models, potentially enabling misuse by cybercriminals. This paper analyzes jailbreak prompts from a cyber defense perspective, exploring techniques like prompt injection and context manipulation that allow harmful content generation, content filter evasion, and sensitive information extraction. We assess the impact of successful jailbreaks, from misinformation and automated social engineering to hazardous content creation, including bioweapons and explosives. To address these threats, we propose strategies involving advanced prompt analysis, dynamic safety protocols, and continuous model fine-tuning to strengthen AI resilience. Additionally, we highlight the need for collaboration among AI researchers, cybersecurity experts, and policymakers to set standards for protecting AI systems. We illustrate these cyber defense approaches through case studies, promoting responsible AI practices to maintain system integrity and public trust.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-23124-6_10?format=refman&flavour=citation,downloaded_abstract_ok,200
Fine-tuning as Jailbreaking: A data-centric red teaming framework via logic injection,Automated Software Engineering,,,,10.1007/s10515-026-00659-0,Qiuxiang LiKe XuYubin QuJianping Wu,2026,https://link.springer.com/article/10.1007/s10515-026-00659-0,Article,"The use of Reasoning Fine-Tuning (RFT) for large language models has become a mainstream paradigm for enhancing logical abilities, but simultaneously introduces data supply chain security risks. The current field faces a key problem: malicious actors can compromise security alignment through logic injection, and existing white-box and black-box attack studies struggle to fully reveal this deep threat mechanism. To address this, this research proposes a red-teaming testing method called CRAFT, or “Fine-tuning as Jailbreak.” This method employs a two-stage strategy: first, it uses an Oracle model to generate covert adversarial Chain-of-Thought (CoT) samples for logic camouflage; then, it uses a prefix-guided RFT strategy to forcibly overwrite the model’s refusal mechanism, solidifying malicious logic into the weights. Experiments on Llama-3.1 and Qwen2.5 not only confirm that the root cause of safety guardrail failure lies in the harmful content of the data rather than the fine-tuning mechanism itself, but also demonstrate that CRAFT achieves a saturated jailbreak success rate (JSR) of at least 92% on HarmBench and CLAS benchmarks. Furthermore, thanks to its fluent text features, CRAFT evades perplexity-based statistical detection, although its success rate drops from over 92% to 12–18% under semantic auditing with Llama Guard, which bounds the threat to the internal-alignment layer and indicates that external moderation remains an effective mitigation. A matched-access ablation further isolates the adversarial CoT and shows that the harmful content of the data, not the reasoning chain, drives the jailbreak, so the chain-of-thought mainly contributes fluency-based detection evasion and capability retention rather than attack success. These results expose a vulnerability of the RFT data supply chain to logic injection and point to the need for fine-tuning-stage defenses that audit the harmful content of poisoned fine-tuning data.",https://citation-needed.springer.com/v2/references/10.1007/s10515-026-00659-0?format=refman&flavour=citation,downloaded_abstract_ok,200
"Generative AI jailbreaks as emerging cyberthreats: Ethical, legal, and societal implications",International Cybersecurity Law Review,,,,10.1365/s43439-026-00171-x,Fabian Teichmann,2026,https://link.springer.com/article/10.1365/s43439-026-00171-x,Article,"Generative artificial intelligence (AI) systems such as large language models have demonstrated unprecedented capabilities in producing human-like content. They are, however, constrained by safety guardrails intended to prevent harmful outputs. Jailbreaking techniques—malicious or manipulative prompts that bypass these safeguards—have emerged as a new cybersecurity threat. This article comprehensively analyzes generative AI jailbreaks from ethical, legal, and societal perspectives. Ethically, the ease of coercing AI models to generate disallowed content raises concerns about accountability, trust, and the propagation of harmful bias. Societally, AI jailbreaks can facilitate misinformation, cybercrime, and other abuses at scale, undermining public trust in AI-driven systems. From the legal perspective, we examine how existing criminal laws and new EU regulatory frameworks address (or fail to address) the challenges posed by AI jailbreaks. In particular, we analyze EU initiatives—including the Network and Information Security Directive (NIS2), the Digital Operational Resilience Act (DORA), the Cyber Resilience Act (CRA), and the forthcoming AI Act—to assess obligations for AI providers to mitigate these vulnerabilities. We find that prompt-based attacks on AI do not neatly fit into traditional cybercrime definitions, creating potential gaps in criminal liability. Nevertheless, emerging regulations require AI systems to be robust against the circumvention of safety measures, signaling regulatory recognition of the jailbreak threat. We argue for a holistic approach that combines technical safeguards, clear legal accountability, and ethical design principles to address generative AI jailbreaks and their implications for security and society.",https://citation-needed.springer.com/v2/references/10.1365/s43439-026-00171-x?format=refman&flavour=citation,downloaded_abstract_ok,200
Reward-Guided Many-Shot Jailbreaking,Natural Language Processing and Chinese Computing,,,,10.1007/978-981-95-3343-5_32,Yongkang ChenXiaotian ZouTong WangJianwen TianHu LiXiaohui Kuang,2026,https://link.springer.com/chapter/10.1007/978-981-95-3343-5_32,Conference paper,"Jailbreaking attacks on large language models enable attackers to bypass built-in safety mechanisms, generating harmful or restricted outputs. Many-Shot Jailbreaking (MSJ) achieves this goal by leveraging demonstrations of multiple harmful behaviors. In this paper, we introduce Reward-Guided Many-Shot Jailbreaking (RG-MSJ), a novel approach that utilizes reward signals within the context to perform many-shot jailbreaking. Our method integrates question-answer pairs across multiple demonstrations with corresponding positive reward descriptions in a context window. For multi-turn conversations, we introduce negative reward descriptions for refusal behaviors, steering the model toward generating unsafe outputs in subsequent turns. Results demonstrate that RG-MSJ significantly outperforms baseline methods across single-turn, multi-turn, and function calling scenarios, performing well across various open-source models. Notably, with only 256 demonstrations, RG-MSJ achieves a 96.75% attack success rate on the Llama-3.1-70B model. Code is available at https://github.com/byerose/MSJRL.",https://citation-needed.springer.com/v2/references/10.1007/978-981-95-3343-5_32?format=refman&flavour=citation,downloaded_abstract_ok,200
Efficient Safety Retrofitting Against Jailbreaking for&#xa0;LLMs,"Computer Safety, Reliability, and Security. SAFECOMP 2025 Workshops",,,,10.1007/978-3-032-02018-5_39,Dario Garcia-GasullaAdrián TormosAnna Arias-DuartDaniel HinjosOscar Molina-SedanoAshwin Kumar GurarajanMaria Eugenia Cardello,2026,https://link.springer.com/chapter/10.1007/978-3-032-02018-5_39,Conference paper,"Direct Preference Optimization (DPO) is a simple and efficient method to align LLMs using preference data, without needing an explicit reward model. This paper examines DPO’s effectiveness for improving model safety, specifically reducing harmful outputs under jailbreaking attacks, while keeping data and compute costs low. For that matter, Egida is introduced, a dataset covering 27 safety topics and 18 attack styles with both synthetic and human labels. State-of-the-art LLMs (Llama 3.1 8B, Llama 3.1 70B, Qwen 2.5 7B, Qwen 2.5 72B) are used to assess safety robustness, performance trade-offs, and over-refusal behavior. With only 2,000 training samples and minimal cost ($3 for 8B, $20 for 72B), models see 10–30% reductions in attack success rates, maintaining strong robustness across unseen attacks. Model size and family strongly influence model alignment, highlighting the importance of pre-training decisions. In order to support all the experiments conducted, a large independent assessment of human preference agreement with Llama Guard 3 8B is conducted and the associated dataset Egida-HSafe is released. Results show a low-cost, replicable way to enhance LLM safety, despite some impact on general performance.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-02018-5_39?format=refman&flavour=citation,downloaded_abstract_ok,200
Vision-Fused Jailbreak: A Multi-modal Collaborative Jailbreak Attack,"Advances in Artificial Intelligence: Efficiency, Reliability, and Innovations in Machine Learning to Healthcare, and Blockchain",,,,10.1007/978-3-032-12362-6_14,Haojie HaoJiakai WangHainan LiZhilei ZhuHaotong Qing,2026,https://link.springer.com/chapter/10.1007/978-3-032-12362-6_14,Chapter,"Even though Multi-modal Large Language Models (MLLMs) achieve success in our daily lives, they show vulnerability to jailbreak attacks. MLLMs need to handle various modalities of data such as language and vision, offering new perspectives for jailbreak attacks. This paper proposes a multi-modal collaborative jailbreak attack method. Since MLLMs encode input image into embeddings aligned with text, these embeddings can be considered to contain a certain amount of semantic information. Our goal is to perturb the input image so that the semantic information in these embeddings includes content related to the jailbreak objective, thereby assisting the language modality in executing jailbreak attacks. Specifically, in order to collaborate with the input jailbreak instruction, we encode harmful content related to the jailbreak instruction into the input image, thereby increasing the probability of the model generating harmful content. Additionally, we utilize cross-attention to identify critical regions in the image that are more relevant to the jailbreak instruction. Then correspondingly amplify the magnitude of perturbations, ensuring that the harmful content contained in the image is more fully represented. Extensive experiments on various MLLMs, including MiniGPT-4, InstructBLIP and LLaVA, strongly support that our method outperforms the comparisons by large margins.",https://citation-needed.springer.com/v2/references/10.1007/978-3-032-12362-6_14?format=refman&flavour=citation,downloaded_abstract_ok,200
Jailbreak Large Reasoning Model Through Chain-of-Thought Forgery,Artificial Intelligence Security and Privacy,,,,10.1007/978-981-95-9884-7_9,Zihan HuangHao Cheng,2026,https://link.springer.com/chapter/10.1007/978-981-95-9884-7_9,Conference paper,"Large Reasoning Models (LRMs) enhance safety by incorporating explicit reasoning chains before responding, yet this very mechanism introduces a novel attack surface. In this paper, we identify a critical vulnerability in the LRM inference pipeline: the reliance on intermediate reasoning steps creates a novel attack surface. To exploit this, we propose CoT-F, the jailbreak method that forges malicious reasoning content to deceive LRMs into generating prohibited outputs. By appending adversarial suffixes to harmful chains-of-thought, CoT-F effectively bypass the model’s safety mechanism and induce LRMs’ harmful response. Extensive evaluation on Qwen3-8B, DeepSeek-R1-7B and GPT-OSS-20B with AdvBench and StrongREJECT yields 95.7%–100% attack success rate, outperforming the previous best baseline by 22.6 and the original GCG by 34.5 on average. Ablation studies confirm that both the forged-reasoning injection and gradient-optimized adversarial suffix are indispensable. Our findings expose critical vulnerabilities in the design of current reasoning models and provide an effective red-teaming approach for LRMs.",https://citation-needed.springer.com/v2/references/10.1007/978-981-95-9884-7_9?format=refman&flavour=citation,downloaded_abstract_ok,200
