Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Security and Trust in Enterprise AI,Driving Digital Transformation with Microsoft Foundry,,,,10.1007/979-8-8688-2479-1_7,Mezba Uddin,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2479-1_7,Chapter
Leveraging large language models for sentiment analysis in GitHub pull request discussions,Empirical Software Engineering,,,,10.1007/s10664-026-10868-6,Daniel CoutinhoBreno BragaTheo CanutoJuliana Alves PereiraWesley K. G. AssunçãoIgor SteinmacherMarco GerosaAlessandro Garcia,2026,https://link.springer.com/article/10.1007/s10664-026-10868-6,Article
"Design and&#xa0;Evaluation of&#xa0;an&#xa0;Open-Source, Locally Deployed Chatbot System for&#xa0;Higher Education",Two Decades of TEL. From Lessons Learnt to Challenges Ahead,,,,10.1007/978-3-032-03873-9_50,Daniel ReichenpfaderDenis MoserKerstin Denecke,2026,https://link.springer.com/chapter/10.1007/978-3-032-03873-9_50,Conference paper
LLM Controls Execution Flow Hijacking,Large Language Models in Cybersecurity,,,,10.1007/978-3-031-54827-7_10,Terry Vogelsang,2024,https://link.springer.com/chapter/10.1007/978-3-031-54827-7_10,Chapter
Overview of Security and Privacy of Amazon Bedrock,A Practical Guide to Generative AI Using Amazon Bedrock,,,,10.1007/979-8-8688-1414-3_13,Avik Bhattacharjee,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1414-3_13,Chapter
"Implementation, Operations, and Maintenance of GenAI Applications",Transforming Financial Services with Generative AI,,,,10.1007/979-8-8688-2053-3_9,Srinath GodavarthiRavi Nagvekar,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2053-3_9,Chapter
Is your prompt poisoning code? Defect induction rates and security mitigation strategies,Empirical Software Engineering,,,,10.1007/s10664-026-10866-8,Bin WangYiLu ZhongMiDi WanWenJie YuYuanBing OuyangYeNan HuangHuiYu WuHui Li,2026,https://link.springer.com/article/10.1007/s10664-026-10866-8,Article
Beyond traditional prognostics: integrating RAG-enhanced AtlasGPT and ChatGPT 4.0 into aneurysmal subarachnoid hemorrhage outcome prediction,Neurosurgical Review,,,,10.1007/s10143-025-03194-w,Alim Emre BasaranAgi GüresirHanna KnochMartin VychopenErdem GüresirJohannes Wach,2025,https://link.springer.com/article/10.1007/s10143-025-03194-w,Article
Mastering Prompt Engineering in Enterprise Agentic AI,Agentic AI in Enterprise,,,,10.1007/979-8-8688-1542-3_5,Sumit RanjanDivya ChembachereLanwin Lobo,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1542-3_5,Chapter
AIDx: a locally deployable AI system for physician clinical decision support,Scientific Reports,,,,10.1038/s41598-026-47470-1,Alan Alwakeel,2026,https://link.springer.com/article/10.1038/s41598-026-47470-1,Article
From threat to trust: assessing security risks of agentic AI systems,International Journal of Information Security,,,,10.1007/s10207-025-01185-y,Martin LeoFreedy TanTianqi MiaoGuru Anand,2026,https://link.springer.com/article/10.1007/s10207-025-01185-y,Article
Shadow Management: Leveraging Responsible Agentic AI to&#xa0;Revolutionize Safe Decision-Making in&#xa0;Complex Organizations,"Proceedings of the Future Technologies Conference (FTC) 2025, Volume 1",,,,10.1007/978-3-032-07986-2_1,Mohammad Sajjad Ghaemi,2026,https://link.springer.com/chapter/10.1007/978-3-032-07986-2_1,Conference paper
Utilizing Prompt Engineering to Operationalize Cybersecurity,Generative AI Security,,,,10.1007/978-3-031-54252-7_9,Ken HuangGrace HuangYuyan DuanJu Hyun,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_9,Chapter
AI Landscape and Productization Opportunities,Building and Distributing Agentic AI Solutions,,,,10.1007/979-8-8688-2586-6_1,Julian SohJohn TidwellPriyanshi Singh,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2586-6_1,Chapter
The shaky foundations of large language models and foundation models for electronic health records,npj Digital Medicine,,,,10.1038/s41746-023-00879-8,Michael WornowYizhe XuRahul ThapaBirju PatelEthan SteinbergScott FlemingMichael A. PfefferJason FriesNigam H. Shah,2023,https://link.springer.com/article/10.1038/s41746-023-00879-8,Article
"A Survey on Agentic AI: Applications, Challenges and Evaluation Frameworks",Innovative Computing and Communications,,,,10.1007/978-3-032-28310-8_28,Nitesh KaliaPriya Singh,2026,https://link.springer.com/chapter/10.1007/978-3-032-28310-8_28,Conference paper
"Cloud Power-Ups: Bedrock, Vertex, and Azure OpenAI",Generative AI-Driven Application Development with Java,,,,10.1007/979-8-8688-1609-3_16,Satej Kumar Sahu,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1609-3_16,Chapter
Cross-layer contagion of prompt injections in multi-agent swarms: a multiplex microscopic markov chain approach,Cybersecurity,,,,10.1186/s42400-026-00628-w,Tran Duc LeTruong Duy DinhThi Le Quyen NguyenCong Danh Nguyen,2026,https://link.springer.com/article/10.1186/s42400-026-00628-w,Article
On the problems of training generative AI: towards a hybrid approach combining technical and non-technical alignment strategies,AI & SOCIETY,,,,10.1007/s00146-025-02445-0,Tsehaye HaidemariamAnne-Britt Gran,2025,https://link.springer.com/article/10.1007/s00146-025-02445-0,Article
"A Survey of Vulnerabilities and Emerging Defenses in GANs, VAEs, and Transformers","Emerging Trends in Data Science, Information and Knowledge Engineering",,,,10.1007/978-3-032-22196-4_38,Jothsna Praveena PendyalaAman Goyal,2027,https://link.springer.com/chapter/10.1007/978-3-032-22196-4_38,Conference paper
Dealing with Data for RE: Mitigating Challenges While Using NLP and Generative AI,Handbook on Natural Language Processing for Requirements Engineering,,,,10.1007/978-3-031-73143-3_17,Smita GhaisasAnmol Singhal,2025,https://link.springer.com/chapter/10.1007/978-3-031-73143-3_17,Chapter
GenAI Application Level Security,Generative AI Security,,,,10.1007/978-3-031-54252-7_7,Ken HuangGrace HuangAdam DawsonDaniel Wu,2024,https://link.springer.com/chapter/10.1007/978-3-031-54252-7_7,Chapter
Architectural Design Patterns for Agentic Systems,Agentic AI for Engineers,,,,10.1007/979-8-8688-2361-9_5,Dhivya Nagasubramanian,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2361-9_5,Chapter
Reframing the AI alignment problem: insights from business applications,AI and Ethics,,,,10.1007/s43681-026-01137-9,Joseph L. Breeden,2026,https://link.springer.com/article/10.1007/s43681-026-01137-9,Article
Guardrails and AI: Building Safe + Controllable Apps,Building Generative AI-Powered Apps,,,,10.1007/979-8-8688-0205-8_4,Aarushi Kansal,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0205-8_4,Chapter
Technische und praktische Grenzen,Quo Vadis KI?,,,,10.1007/978-3-662-73115-4_9,Ulrich Karrenberg,2026,https://link.springer.com/chapter/10.1007/978-3-662-73115-4_9,Chapter
Environment scan of generative AI infrastructure for clinical and translational science,npj Health Systems,,,,10.1038/s44401-024-00009-w,Betina IdnayZihan XuWilliam G. AdamsMohammad AdibuzzamanNicholas R. AndersonNeil BahroosDouglas S. BellCody BumgardnerThomas CampionMario CastroJames J. CiminoI. Glenn CohenDavid DorrPeter L. ElkinJungwei W. FanTodd FerrisDavid J. ForanDavid HanauerMike HogarthKun HuangJayashree Kalpathy-CramerManoj KandpalNiranjan S. KarnikAvnish KatochAlbert M. LaiChristophe G. LambertLang LiChristopher LindsellJinze LiuZhiyong LuYuan LuoPeter McGarveyEneida A. MendoncaParsa MirhajiShawn MurphyJohn D. OsborneIoannis C. PaschalidisPaul A. HarrisFred PriorNicholas J. ShaheenNawar SharaIda SimUmberto TachinardiLemuel R. WaitmanRosalind J. WrightAdrian H. ZaiKai ZhengSandra Soo-Jin LeeBradley A. MalinKarthik NatarajanW. Nicholson Price IIRui ZhangYiye ZhangHua XuJiang BianChunhua WengYifan Peng,2025,https://www.nature.com/articles/s44401-024-00009-w,Article
Special Issue on Software Engineering for and with Trustworthy Large Language Models,,,,,bhgdidaibi,,2026,https://link.springer.com/collections/bhgdidaibi,Collection
REMEDy: a dataset for rationale extraction and span-based moderation of dialogue prompts,Neural Computing and Applications,,,,10.1007/s00521-026-12381-9,Leonardo PianoClaudia BattistinJeriek Van den AbeeleLivio Pompianu,2026,https://link.springer.com/article/10.1007/s00521-026-12381-9,Article
Towards Trustworthy AI: A Comprehensive Framework for&#xa0;Evaluating Model Safety Across Dimensions,Engineering Applications of Neural Networks,,,,10.1007/978-3-032-31141-2_25,Md Mahmud HasanDoina LogofatuJiban Kumar Ray,2026,https://link.springer.com/chapter/10.1007/978-3-032-31141-2_25,Conference paper
Cross-Modal Alignment Attacks: Inducing Vision Token Suppression in Large Vision-Language Models via Coherent False Contexts,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-92-3450-9_49,Hanle WangHaizhou Wang,2027,https://link.springer.com/chapter/10.1007/978-981-92-3450-9_49,Conference paper
Clinical Decision Support System Using GenAI,AI in Smart and Secure Healthcare,,,,10.1007/978-3-032-15092-9_17,Sayan ChakrabortySayantani SahaShreya BanerjeeSuman Bhunia,2026,https://link.springer.com/chapter/10.1007/978-3-032-15092-9_17,Chapter
"Conversational Text-to-SQL: A Comprehensive Survey of&#xa0;Paradigms, Challenges, and&#xa0;Future Directions",Agents and Robots for reliable Engineered Autonomy,,,,10.1007/978-3-032-08049-3_1,Yufei YangZewu PengFangfang ZhouXu YaoYuhao Zhang,2025,https://link.springer.com/chapter/10.1007/978-3-032-08049-3_1,Conference paper
"Addressing Bias, Hallucinations, and Failure Modes",Building and Training Generative AI Models,,,,10.1007/979-8-8688-2332-9_10,Irena Cronin,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2332-9_10,Chapter
RAI: Flexible Agent Framework for&#xa0;Embodied AI,"Highlights in Practical Applications of Agents, Multi-Agent Systems and Computational Social Science. The PAAMS Collection",,,,10.1007/978-3-032-05925-3_16,Kajetan RachwałMaciej MajekBartłomiej BoczekKacper DąbrowskiPaweł LiberadzkiAdam DąbrowskiMaria Ganzha,2025,https://link.springer.com/chapter/10.1007/978-3-032-05925-3_16,Conference paper
The safety failures we are not instrumenting: a perspective on hidden safety-critical challenges in modern AI systems,AI and Ethics,,,,10.1007/s43681-026-01132-0,Gjergji KasneciEnkelejda Kasneci,2026,https://link.springer.com/article/10.1007/s43681-026-01132-0,Article
Exploring Laws of Robotics: A Synthesis of Constitutional AI and Constitutional Economics,Digital Society,,,,10.1007/s44206-025-00204-8,Anselm KüstersManuel Wörsdörfer,2025,https://link.springer.com/article/10.1007/s44206-025-00204-8,Article
Data Science in the Modern Enterprise – An Update,Data Science Solutions on Azure,,,,10.1007/979-8-8688-0914-9_1,Julian SohPriyanshi Singh,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0914-9_1,Chapter
RedTeamLLM: An&#xa0;Agentic AI Framework for&#xa0;Offensive Security,Artificial Intelligence for Sustainability and Global Security,,,,10.1007/978-3-032-21184-2_26,Brian ChallitaPierre Parrend,2026,https://link.springer.com/chapter/10.1007/978-3-032-21184-2_26,Conference paper
Unmasking and quantifying racial bias of large language models in medical report generation,Communications Medicine,,,,10.1038/s43856-024-00601-z,Yifan YangXiaoyu LiuQiao JinFurong HuangZhiyong Lu,2024,https://link.springer.com/article/10.1038/s43856-024-00601-z,Article
Künstliche Intelligenz in der Erstellung klinischer Gutachten,Die Orthopädie,,,,10.1007/s00132-026-04876-z,Martin HusenPeter W. GaidzikMarcus Schiltenwolf,2026,https://link.springer.com/article/10.1007/s00132-026-04876-z,Article
A Perspective on the Adoption of Agentic AI in Higher Education Institutions: Strategic Opportunities and Institutional Challenges,"Digital Adoption, Diffusion and Innovation in the Augmented and Digital Society",,,,10.1007/978-3-032-16775-0_11,Yousuf Saif Al-HinaiAli TarhiniMohammad Al-SharafiWaqas Aman,2026,https://link.springer.com/chapter/10.1007/978-3-032-16775-0_11,Conference paper
The value alignment problem in advisory AI: a systematic literature review,AI and Ethics,,,,10.1007/s43681-026-01015-4,Loukas TriantafyllopoulosEvgenia PaxinouDiamanto TzanoulinouVassilios S. VerykiosDimitris Kalles,2026,https://link.springer.com/article/10.1007/s43681-026-01015-4,Article
Scaling and Operationalizing AI,Driving Digital Transformation with Microsoft Foundry,,,,10.1007/979-8-8688-2479-1_9,Mezba Uddin,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2479-1_9,Chapter
"Beyond Single AI: The Rise of&#xa0;Multi-Agent Orchestration A Survey on&#xa0;Bias, Privacy, Robustness, and&#xa0;Interpretability",Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-981-92-1468-6_3,Victor Vargas ArceFarsheed HaqueDepeng XuXi NiuShuhan Yuan,2026,https://link.springer.com/chapter/10.1007/978-981-92-1468-6_3,Conference paper
Exploring GenAI Chatbots in&#xa0;MOOCs: Analyzing Student Interactions and&#xa0;Self-regulated Learning Behaviors,Digital Education: Shaping Sustainable Lifelong Learning for All in the Era of AI,,,,10.1007/978-3-032-00056-9_2,Benedikt BrünnerMartin EbnerSandra Schön,2026,https://link.springer.com/chapter/10.1007/978-3-032-00056-9_2,Conference paper
Peeping into the Future: Understanding and Combating Generative AI-Based Fake News,Cognitive Computation,,,,10.1007/s12559-025-10457-7,Sanjeev KumarSiva SaiVinay ChamolaAanchal GaurChitwan AgarwalKaizhu HuangAmir Hussain,2025,https://link.springer.com/article/10.1007/s12559-025-10457-7,Article
The Security of&#xa0;Deep Learning Defenses in&#xa0;Medical Imaging,Cybersecurity in Healthcare,,,,10.1007/978-3-032-13800-2_5,Moshe LevyGuy AmitYisroel Mirsky,2026,https://link.springer.com/chapter/10.1007/978-3-032-13800-2_5,Conference paper
"Backdoor Attacks in Text Classification: Threats, Methods, and Emerging Challenges",Adversarial Example Detection and Mitigation Using Machine Learning,,,,10.1007/978-3-031-99447-0_4,Egehan EralpA. Dilara YavuzM. Emre Gursoy,2026,https://link.springer.com/chapter/10.1007/978-3-031-99447-0_4,Chapter
Artificial intelligence security and privacy: a survey,Science China Information Sciences,,,,10.1007/s11432-025-4388-5,Xinlei HeGuowen XuXingshuo HanQian WangLingchen ZhaoChao ShenChenhao LinZhengyu ZhaoQian LiLe YangShouling JiShaofeng LiHaojin ZhuZhibo WangRui ZhengTianqing ZhuQi LiChaoxiang HeQifan WangHongsheng HuShuo WangShi-Feng SunHongwei YaoZhan QinKai ChenYue ZhaoHongwei LiXinyi HuangDengguo Feng,2025,https://link.springer.com/article/10.1007/s11432-025-4388-5,Article
PockeTA: Virtual Teaching Assistant Platform with&#xa0;Course Context,Learning Technologies and Systems,,,,10.1007/978-981-92-0042-9_4,Zackary P. T. SinMiffy H. T. CheungYe JiaXiangZhi Eric WangMatthew W. H. LaiChen LiXiao HuangPeter H. F. NgGeorge BaciuQing Li,2026,https://link.springer.com/chapter/10.1007/978-981-92-0042-9_4,Conference paper
Assessing Your Generative AI Readiness,Generative AI for Business Innovation,,,,10.1007/979-8-8688-2682-5_4,Brajesh De,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2682-5_4,Chapter
"So, You Want to Build a Copilot?",The Design of Human-Centered Artificial Intelligence for the Workplace,,,,10.1007/978-3-031-83512-4_20,Michal FurmakiewiczChang LiuAngus TaylorIlya Venger,2025,https://link.springer.com/chapter/10.1007/978-3-031-83512-4_20,Chapter
Theories and applications of financial large models,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.2520000,Shuoling LiuXiaojun ZengXiu LiQiang Yang,2025,https://link.springer.com/article/10.1631/FITEE.2520000,Article
CyberTracker: A Web Portal for&#xa0;Cyber Fraud Monitoring and&#xa0;Interactive Querying Using Lightweight Language Models,Data Science and Network Engineering,,,,10.1007/978-3-032-07735-6_28,A. VikasniB. JagathsriA. M. Abirami,2026,https://link.springer.com/chapter/10.1007/978-3-032-07735-6_28,Conference paper
How Embodiment Changes AI Tutoring: Comparing Student Perceptions of&#xa0;Text and&#xa0;AI Human Avatar-Based Chatbot Systems,Learning and Collaboration Technologies,,,,10.1007/978-3-032-30542-8_25,Benedikt BrünnerMichael NestlerLukas PucherMartin Ebner,2026,https://link.springer.com/chapter/10.1007/978-3-032-30542-8_25,Conference paper
CMed-Baichuan: Task Explanation-Enhanced Prompt Method on&#xa0;PromptCBLUE Benchmark,Health Information Processing. Evaluation Track Papers,,,,10.1007/978-981-97-1717-0_3,Xinyuan RenYilin SongChenwei YanYuxuan XiongFang KongXiangling Fu,2024,https://link.springer.com/chapter/10.1007/978-981-97-1717-0_3,Conference paper
Sociotechnical Implications of Generative Artificial Intelligence for Information Access,Information Access in the Era of Generative AI,,,,10.1007/978-3-031-73147-1_7,Bhaskar MitraHenriette CramerOlya Gurevich,2025,https://link.springer.com/chapter/10.1007/978-3-031-73147-1_7,Chapter
PII Minimization in Healthcare,PII Minimization Handbook,,,,10.1007/979-8-8688-1742-7_8,Patricia Thaine,2026,https://link.springer.com/chapter/10.1007/979-8-8688-1742-7_8,Chapter
"E-Mails, KI und Banking: Implementierung von LLMs zur Optimierung der E-Mail-Prozesse bei der Deutschen Bank",Customer Intelligence,,,,10.1007/978-3-658-48463-7_5,Murat CavusPraneet JayaramZahid Amadxarif,2025,https://link.springer.com/chapter/10.1007/978-3-658-48463-7_5,Chapter
Ethics and AI Governance in Enterprise Security,Jailbreaking LLMs,,,,10.1007/979-8-8688-2958-1_9,Priyanka Neelakrishnan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2958-1_9,Chapter
Towards autonomous medical artificial intelligence agents,Nature,,,,10.1038/s41586-026-10675-5,Dyke FerberLars HilgersChristiane HöperBenedict Kinny-KösterJan-Niklas EckardtKatharina Egger-HeidrichMarius BillMartin M. K. SchneiderJan ClusmannLejla KadricMarcel OehmeMaximilian Mayrhofer-SchmidAlexander OeserGeorg WölfleinIsabella C. WiestJan Moritz MiddekeA. John IafrateDaniel TruhnDirk JägerJakob Nikolas Kather,2026,https://link.springer.com/article/10.1038/s41586-026-10675-5,Article
The Agentic Threat Landscape,The MCP Standard,,,,10.1007/979-8-8688-2364-0_9,Srinivasan Sekar,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2364-0_9,Chapter
Dynamic Normativity: Learning Human Preferences,"Normative Ethics, Artificial Intelligence, and Value Alignment",,,,10.1007/978-3-032-22150-6_5,Nicholas Kluge Corrêa,2026,https://link.springer.com/chapter/10.1007/978-3-032-22150-6_5,Chapter
Opportunities and Challenges in Developing Educational AI-Assistants for the Metaverse,Adaptive Instructional Systems,,,,10.1007/978-3-031-60609-0_16,Christopher KraussLouay BassboussMax UpravitelevTruong-Sinh AnDaniela AltunLisa RerayEmil BalitzkiTarek El TamimiMehmet Karagülle,2024,https://link.springer.com/chapter/10.1007/978-3-031-60609-0_16,Conference paper
Power Agent: A Risk-Aware Multimodal Agent for Power Equipment Inspection via Hybrid Perception and Environmental Reasoning,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-92-3403-5_8,Jiawei ShiBo YuQun WangPeizheng HeHexuan Jin,2027,https://link.springer.com/chapter/10.1007/978-981-92-3403-5_8,Conference paper
Generative Prompt Engineering,Natural Language Analytics with Generative Large-Language Models,,,,10.1007/978-3-031-76631-2_4,Francisco S. MarcondesAdelino GalaRenata MagalhãesFernando Perez de BrittoDalila DurãesPaulo Novais,2025,https://link.springer.com/chapter/10.1007/978-3-031-76631-2_4,Chapter
An Intelligent Collaborative Decision Support System for Climate Disaster Management,Hybrid Human-AI Collaborative Networks,,,,10.1007/978-3-032-05673-3_29,Pedro S. ZanchettGustavo R. LemosRicardo J. Rabelo,2026,https://link.springer.com/chapter/10.1007/978-3-032-05673-3_29,Conference paper
The Future of AI in Digital Transformation,Driving Digital Transformation with Microsoft Foundry,,,,10.1007/979-8-8688-2479-1_10,Mezba Uddin,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2479-1_10,Chapter
A Comparative Study of Text-Based Generative Artificial Intelligence Models and Tools,Proceedings of International Conference on Recent Innovations in Computing,,,,10.1007/978-981-96-5969-2_12,Satwant KaurManu Sood,2026,https://link.springer.com/chapter/10.1007/978-981-96-5969-2_12,Conference paper
"The Agentic AI Mindset – A Practitioner’s Guide to Architectures, Patterns, and Future Directions for Autonomy and Automation","AI Revolution: Research, Ethics and Society",,,,10.1007/978-3-032-12313-8_33,Dwight Horne,2026,https://link.springer.com/chapter/10.1007/978-3-032-12313-8_33,Conference paper
Knowledge Bases and&#xa0;Language Models: Complementing Forces,Rules and Reasoning,,,,10.1007/978-3-031-45072-3_1,Fabian SuchanekAnh Tuan Luu,2023,https://link.springer.com/chapter/10.1007/978-3-031-45072-3_1,Conference paper
Technological <i>folie à deux</i>: feedback loops between AI chatbots and mental health,Nature Mental Health,,,,10.1038/s44220-026-00595-8,Sebastian DohnányZeb Kurth-NelsonEleanor SpensLennart LuettgauAlastair ReidIason GabrielChristopher SummerfieldMurray ShanahanMatthew M. Nour,2026,https://link.springer.com/article/10.1038/s44220-026-00595-8,Article
"Harnessing AI and GenAI for Cyber Security: Opportunities, Challenges, and Tri-Hybrid Innovations",ICT: Applications and Social Interfaces,,,,10.1007/978-3-032-19690-3_9,P. BhagyasriC Rupa,2026,https://link.springer.com/chapter/10.1007/978-3-032-19690-3_9,Conference paper
LumiViz: Automating Business Data Visualization with&#xa0;Generative AI,Business Information Systems,,,,10.1007/978-3-031-94193-1_4,Szczepan GórtowskiElżbieta Lewańska,2025,https://link.springer.com/chapter/10.1007/978-3-031-94193-1_4,Conference paper
CatalogAgent: A Supervisor-Mediated Self-Learning System Enabling Context Engineering for&#xa0;GenAI Models,"Knowledge Science, Engineering and Management",,,,10.1007/978-981-92-2759-4_9,Zhu ChengZhenming WangYu TangDan LiuBryan ZhangAthanasios N. NikolakopoulosPranav Souri ItabadaJing ZhangChih-Chi ChouPeng GaoFatemeh MansooriBharat BojjaSarath ChanderSameer ThombareUmit BaturTarik Arici,2027,https://link.springer.com/chapter/10.1007/978-981-92-2759-4_9,Conference paper
Artificial intelligence for secure and sustainable industrial control systems - A Survey of challenges and solutions,Artificial Intelligence Review,,,,10.1007/s10462-025-11320-9,Muhammad Muzamil AslamAli TufailHaji GulMuhammad Nauman IrshadAbdallah Namoun,2025,https://link.springer.com/article/10.1007/s10462-025-11320-9,Article
WildCode: An Empirical Analysis of Code Generated by ChatGPT,Foundations and Practice of Security,,,,10.1007/978-3-032-20018-1_17,Kobra KhanmohammadiPooria RoyRaphael KhouryAbdelwahab Hamou-LhadjWilfried Patrick Konan,2026,https://link.springer.com/chapter/10.1007/978-3-032-20018-1_17,Conference paper
Artificial Intelligence Literacy,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-026-2277-6,Raphael Morisco,2026,https://link.springer.com/article/10.1007/s11623-026-2277-6,Article
Responsible AI Foundations,Building AI Systems with Python,,,,10.1007/979-8-8688-2758-7_17,Martin Hander,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2758-7_17,Chapter
AI-Powered Security Operations and Automation,Guide to AI for Cybersecurity,,,,10.1007/978-3-032-25874-8_22,Muthu Ramachandran,2026,https://link.springer.com/chapter/10.1007/978-3-032-25874-8_22,Chapter
Socrates AI: An&#xa0;Ethical Model of&#xa0;Artificial Intelligence for&#xa0;Inclusive and&#xa0;Personalized Education,2025 Yearbook Emerging Technologies in Learning,,,,10.1007/978-3-032-09058-4_14,Maria Amata GaritoMarco Breda,2026,https://link.springer.com/chapter/10.1007/978-3-032-09058-4_14,Chapter
Autonomous smart contract deployment through generative AI and Blockchain in smart urban mobility,Cluster Computing,,,,10.1007/s10586-025-05923-8,Shahbaz SiddiquiAdnan AyubGhufran AhmedAbdul AzizMuhammad Al-Abdullah,2026,https://link.springer.com/article/10.1007/s10586-025-05923-8,Article
Cybersecurity in European Union Regulations: A Soft Systems Approach,Anticipating Socio-Ecological Impacts of Artificial Intelligence,,,,10.1007/978-3-032-19495-4_26,Douglas Torres,2026,https://link.springer.com/chapter/10.1007/978-3-032-19495-4_26,Conference paper
A systematic exploration of GenAI-driven security mechanisms for IoT in edge computing environments,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-026-03314-9,Akansha TripathiJitendra Kumar Samriya,2026,https://link.springer.com/article/10.1007/s13198-026-03314-9,Article
"A comprehensive introspection on AI risks: taxonomy, challenges, and future directions",Iran Journal of Computer Science,,,,10.1007/s42044-025-00370-5,Partha Pratim Ray,2026,https://link.springer.com/article/10.1007/s42044-025-00370-5,Article
Introducing Azure OpenAI in Blazor,Advanced Blazor Architecture with .NET 10 and Azure OpenAI,,,,10.1007/979-8-8688-2518-7_6,Amit PrasadHarvendra Singh,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2518-7_6,Chapter
AI FOMO: everyone is mastering AI except me — or are they?,Nature,,,,10.1038/d41586-026-01214-3,Zhang-Ren Chen,2026,https://www.nature.com/articles/d41586-026-01214-3,Article
Source code vulnerability detection based on deep learning: a review,Cybersecurity,,,,10.1186/s42400-025-00518-7,Huading SuZhen XuYan ZhangQian Tan,2026,https://link.springer.com/article/10.1186/s42400-025-00518-7,Article
AutoLabs: cognitive multi-agent systems with self-correction for autonomous chemical experimentation,Scientific Reports,,,,10.1038/s41598-026-45593-z,Gihan PanapitiyaEmily SaldanhaHeather JobOlivia Hess,2026,https://link.springer.com/article/10.1038/s41598-026-45593-z,Article
"Implementation, Operations, and Maintenance",Empowering the Public Sector with Generative AI,,,,10.1007/979-8-8688-0473-1_9,Sanjeev PulapakaSrinath GodavarthiDr. Sherry Ding,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0473-1_9,Chapter
Zero-Touch GenAI Coach: Self-healing SDLC Pipelines for FinTech Micro-services,Computational Intelligence and Soft Computing,,,,10.1007/978-981-95-7289-2_14,Utham Kumar Anugula SethupathyVijayanand Ananthanarayanan,2026,https://link.springer.com/chapter/10.1007/978-981-95-7289-2_14,Conference paper
"Hiding in&#xa0;Plain Documents: PDF Steganography Techniques, Detection, and&#xa0;Criminal-Use Implications","Availability, Reliability and Security. ARES 2026 International Workshops",,,,10.1007/978-3-032-35586-7_11,Manan JainSandro WefelPaul Herbert Schneider,2027,https://link.springer.com/chapter/10.1007/978-3-032-35586-7_11,Conference paper
SIEMvolution. Artificial Intelligence enhancements for Building more Efficient Managed Cyber Security,Focus on Artificial Intelligence in Intelligent Systems Design,,,,10.1007/978-3-032-22091-2_5,Angel BrenishkiRumen RusevBoyana Ivanova,2026,https://link.springer.com/chapter/10.1007/978-3-032-22091-2_5,Conference paper
Productionizing Spring AI,Mastering Spring AI,,,,10.1007/979-8-8688-1001-5_7,Banu Parasuraman,2024,https://link.springer.com/chapter/10.1007/979-8-8688-1001-5_7,Chapter
"Grundlagen: KI, ML, DL, RPA und Co.",Smart HRM,,,,10.1007/978-3-658-44904-9_3,Christian Gärtner,2024,https://link.springer.com/chapter/10.1007/978-3-658-44904-9_3,Chapter
"The good, the bad and the ugly in artificial intelligence",AI and Ethics,,,,10.1007/s43681-026-01200-5,Domingo MeryGabriela Arriagada-BruneauJocelyn Dunstan,2026,https://link.springer.com/article/10.1007/s43681-026-01200-5,Article
Ethical and Practical Considerations,Generative AI for Game Development,,,,10.1007/979-8-8688-2439-5_8,Shesh Narayan Gupta,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2439-5_8,Chapter
Die Parkinson-Erkrankung im Zeitalter der KI: Eine Smartphone-App als Schlüssel zur nutzerzentrierten Patientenversorgung,Künstliche Intelligenz im Einsatz für die erfolgreiche Patientenreise,,,,10.1007/978-3-658-48573-3_11,Christoph-Alexander HolstFrauke WiegräbeChristoph RedeckerVolker Lohweg,2025,https://link.springer.com/chapter/10.1007/978-3-658-48573-3_11,Chapter
Impromptu: a framework for model-driven prompt engineering,Software and Systems Modeling,,,,10.1007/s10270-024-01235-4,Sergio MoralesRobert ClarisóJordi Cabot,2025,https://link.springer.com/article/10.1007/s10270-024-01235-4,Article
